user_id,dietary_preferences,activity_levels,health_goals,tdee,bmi,liked_ingredients,disliked_ingredients
267,['GLU'],['VER'],"['GAI', 'LOS']",2276,24.7,"['Ademe leaves', 'Turkey', 'Wrewre seeds', 'Coconut cream', 'Zucchini', 'Peas']","['Cashews', 'Bacon', 'Smoked fish', 'Cayenne pepper', 'Sweet potatoes', 'Bell peppers', 'Chili paste', 'Mackerel', 'Chicken liver']"
268,['HAL'],['MOD'],"['GAI', 'LOS']",3651,34.4,"['Tomatoes', 'Cilantro', 'Yogurt', 'Bell peppers', 'Cucumbers', 'Rice noodles', 'Tempeh', 'Spinach', 'Jalapeños']","['Coconut milk', 'Koobi', 'Bulgur', 'Mushroom broth', 'Offal', 'Shrimp', 'Yams', 'Goat meat', 'Noodles']"
269,"['GLU', 'HIGH_PROTEIN']",['MOD'],['GAI'],2406,30.4,"['Gboma leaves', 'Black beans', 'Cilantro', 'Cayenne pepper', 'Okro', 'Bell peppers', 'Parsley', 'Chili paste', 'Seaweed', 'Hot sauce', 'Swiss chard', 'Banana peppers', 'Moringa powder', 'Catfish', 'Dry spices']","['Green beans', 'Habanero', 'Celery salt', 'Cashew milk', 'Anchovies', 'Noodles', 'Kpakposhito paste']"
270,['HIGH_PROTEIN'],['LIG'],['LOS'],1843,21.6,"['Hot sauce', 'Seitan', 'Shrimp', 'Banana peppers', 'Yellow squash']","['Garlic powder', 'Carrots', 'Clams']"
271,"['HAL', 'VEG']","['MOD', 'LIG']",['LOS'],2582,30.3,"['Habanero', 'Green scotch bonnet', 'Red palm nut extract', 'Swiss chard', 'Collard greens', 'Mushrooms', 'Haddock', 'Smoked fish', 'Celery salt', 'Bell peppers', 'Kontomire Leaves']","['Veggie sausage', 'Dry spices', 'Moringa powder', 'Pepper', 'Banana peppers', 'Smoked mackerel', 'Anchovies', 'Greek yoghurt', 'Kpakposhito paste', 'Pasta']"
272,"['VEG', 'LOW_CARB']",['VER'],['GAI'],1524,19.5,"['Green beans', 'Rice', 'Offal', 'Cod', 'Yams', 'Black beans', 'Clams', 'Koobi', 'Chili paste', 'Wrewre seeds', 'Moringa leaves', 'Sauce', 'Bulgur']","['Peppers', 'Chili flakes', 'Almond yoghurt', 'Red palm nut extract', 'Habanero', 'Chicken']"
273,"['GLU', 'LOW_CARB']","['VER', 'LIG']","['MUS', 'FIT']",1699,16.4,"['Shallots', 'Seaweed', 'Ademe leaves', 'Veggie sausage', 'Sausages', 'Eggs']","['Rice', 'Sesame seeds', 'Mackerel', 'Kuuka powder', 'Garlic', 'Red palm nut extract', 'Avocado oil', 'Yams']"
274,['LOW_CARB'],['LIG'],['LOS'],2223,28.9,"['Cod', 'Smoked mackerel', 'Gravy', 'Vegetable oil', 'Seitan', 'Coconut milk', 'Rice noodles', 'Dry spices', 'Jalapeños', 'Lobster', 'Coconut cream', 'Spaghetti', 'Quinoa pasta']","['Lentils', 'Periwinkle', 'Cashew milk', 'Bananas', 'Green scotch bonnet']"
275,['LOW_CARB'],"['LIG', 'MOD']",['MUS'],2501,21.2,"['Green scotch bonnet', 'Yellow squash', 'Peas', 'Eggs', 'Moringa powder', 'Cod', 'Wrewre seeds', 'Cream', 'Vegetable broth']","['Saltpere', 'Quinoa pasta', 'Cilantro']"
276,"['VER', 'HAL']",['VER'],"['FIT', 'GAI']",2768,40.9,"['Tomatoes', 'Okro', 'Mussels', 'Vegan cheese', 'Mushroom broth', 'Cod', 'Seafood', 'Tilapia', 'Turmeric', 'Quinoa', 'Peanuts', 'Lamb', 'Plantains', 'Celery salt']","['Kontomire Leaves', 'Crabs', 'Sauce']"
277,"['GLU', 'PES', 'VEG']",['VER'],['MUS'],2719,19.1,"['Shallots', 'Vegetable broth', 'Turmeric', 'Garden eggs', 'Ginger', 'Cheese']","['Wrewre seeds', 'Ademe leaves', 'Periwinkle', 'Chicken sausage', 'Clams', 'Momoni', 'Tilapia']"
278,['LOW_CARB'],"['MOD', 'LIG']","['FIT', 'GAI']",2494,29.5,"['Swiss chard', 'Tomatoes', 'Turkey bacon', 'Shallots', 'Periwinkle', 'Quinoa pasta', 'Celery salt', 'Chilli powder', 'Jalapeños', 'Offal', 'Plantains', 'Mushroom broth', 'Vegetable oil', 'Yellow squash', 'Shrimp']","['Vegetable broth', 'Cashew milk', 'Palm oil', 'Anchovies', 'Moringa leaves', 'Red palm oil', 'Cilantro']"
279,"['HAL', 'VER', 'GLU']","['LIG', 'LIG']","['FIT', 'MAI']",1902,15.1,"['Tempeh', 'Green scotch bonnet', 'Smoked mackerel', 'Crabs', 'Lobster', 'Rice', 'Cilantro', 'Duck', 'Zucchini']","['Veggie sausage', 'Garlic', 'Mackerel', 'Parsley', 'Ademe leaves']"
280,"['VER', 'HIGH_PROTEIN']","['VER', 'MOD']","['LOS', 'FIT']",3477,45.4,"['Chili paste', 'Kale', 'Banana peppers', 'Leeks', 'Saltpere', 'Chickpeas', 'Koobi']","['Shallots', 'Miso paste', 'Spaghetti', 'Vegetable oil', 'Seafood']"
281,"['LOW_CARB', 'VER', 'VEG']",['LIG'],"['MAI', 'GAI']",3750,29.8,"['Yellow squash', 'Collard greens', 'Cayenne pepper', 'Wrewre seeds', 'Sesame seeds', 'Red palm nut extract', 'Garlic', 'Coconut cream', 'Tilapia', 'Chili flakes', 'Ground ginger', 'Bulgur', 'Fresh fish']","['Sausages', 'Dried cod', 'Yams', 'Duck', 'Moringa leaves', 'Canola oil', 'Dry spices']"
282,['GLU'],"['LIG', 'SED']","['FIT', 'LOS']",2246,33.0,"['Mackerel', 'Sausages', 'Beef', 'Black beans', 'Gravy', 'Offal', 'Eggplant', 'Broth', 'Quinoa pasta', 'Chicken liver', 'Bulgur']","['Moringa powder', 'Red palm oil', 'Seitan', 'Turkey bacon', 'Saltpere', 'Zucchini', 'Cayenne pepper', 'Anchovies']"
283,"['VEG', 'VER', 'PES']",['LIG'],['MUS'],2475,40.7,"['Miso paste', 'Noodles', 'Kuuka powder', 'Almonds', 'Dawadawa', 'Sweet potatoes', 'Canola oil', 'Sesame seeds', 'Collard greens', 'Habanero', 'Chicken sausage', 'Quinoa pasta', 'Coconut milk']","['Haddock', 'Turkey bacon', 'Celery salt']"
284,"['GLU', 'HAL']","['VER', 'MOD']",['MAI'],2260,31.6,"['Coconut oil', 'Momoni', 'Shallots', 'Greek yoghurt', 'Vegetable oil']","['Chickpeas', 'Dry spices', 'Almond yoghurt', 'Kale', 'Swiss chard', 'Mackerel', 'Palm oil', 'Almond milk', 'dry_salted_fish', 'Yogurt']"
285,['HIGH_PROTEIN'],"['MOD', 'VER']","['MUS', 'GAI']",2566,45.1,"['Cayenne pepper', 'Bananas', 'Smoked mackerel', 'Vegan cheese', 'Spinach', 'Sesame seeds', 'Eggplant', 'Beef', 'Gravy', 'Kale']","['Cashews', 'Kpakposhito paste', 'Cheese', 'Wrewre seeds', 'Peanuts']"
286,['HIGH_PROTEIN'],"['LIG', 'LIG']",['MUS'],2784,30.1,"['Carrots', 'Eggs', 'Rice noodles', 'Almond yoghurt', 'Offal', 'Spinach', 'Jalapeños', 'Ginger', 'Bell peppers', 'Quinoa pasta', 'Sausages', 'Greek yoghurt', 'Palm oil', 'Mushrooms']","['Goat meat', 'Smoked fish', 'Miso paste', 'Almond milk']"
287,['HAL'],"['SED', 'VER']",['GAI'],1953,25.2,"['Black beans', 'Peas', 'Dry smoked river fish', 'Eggplant', 'Jalapeños', 'Yogurt', 'Rice noodles']","['Garlic powder', 'Chicken liver', 'Habanero']"
288,"['VER', 'LOW_CARB']",['LIG'],['FIT'],1737,32.8,"['Turkey', 'Potatoes', 'Red palm nut extract', 'Garlic powder', 'Okro', 'Bananas', 'Bacon', 'Noodles', 'Lentils', 'Red palm oil', 'Sesame seeds', 'Shrimp', 'Kpakposhito paste', 'Peanuts']","['Tomatoes', 'Kontomire Leaves', 'Garlic', 'Sweet potatoes', 'Lamb', 'Anchovies', 'Offal', 'Shallots', 'Parsley']"
289,"['GLU', 'HAL']",['LIG'],['LOS'],2080,24.8,"['Tomatoes', 'Bananas', 'Leeks', 'Goat meat', 'Chilli powder', 'Kale', 'Smoked fish', 'Onions', 'Whole wheat pasta', 'Chili paste', 'Canola oil', 'Ademe leaves', 'Catfish', 'Eggs']","['Avocado oil', 'Greek yoghurt', 'Tilapia', 'Potatoes', 'Cod']"
290,['PES'],['LIG'],['MAI'],1797,17.5,"['Celery salt', 'Fresh fish', 'Green scotch bonnet', 'Yams', 'Smoked mackerel', 'Hot sauce', 'Palm oil']","['Vegan cheese', 'Seaweed', 'Coconut milk', 'Mussels', 'Leeks', 'Onions', 'Bananas', 'Dry spices']"
291,['VEG'],['VER'],['MAI'],2642,34.9,"['Chili paste', 'Okro', 'Eggplant', 'Chickpeas', 'Almonds', 'Yogurt', 'Celery salt', 'Leeks']","['Shrimp', 'Jalapeños', 'Almond yoghurt', 'Tofu']"
292,"['HAL', 'GLU']","['SED', 'LIG']","['LOS', 'MUS']",2217,32.4,"['Sausages', 'Vegetable broth', 'Cream', 'Red palm nut extract', 'Mushroom broth', 'Green scotch bonnet', 'Chicken liver', 'Almond yoghurt', 'Yams', 'Bell peppers', 'Cilantro']","['Periwinkle', 'Anchovies', 'Tofu', 'Cashew milk', 'Plantains', 'Cashews', 'Gravy']"
293,"['GLU', 'HAL', 'LOW_CARB']",['SED'],['MAI'],2050,17.8,"['Veggie sausage', 'Bell peppers', 'Cod', 'Rice', 'Bacon', 'Crabs', 'Chicken', 'Zucchini', 'Canola oil']","['dry_salted_fish', 'Lentils', 'Chicken sausage']"
294,"['GLU', 'VER']",['LIG'],['GAI'],2094,16.6,"['Quinoa', 'Okro', 'Sweet potatoes', 'Wrewre seeds', 'Onions', 'Almond milk', 'Peppers', 'Chicken liver', 'Noodles', 'Yellow squash', 'Chickpeas', 'Mussels', 'Cheese']","['Turmeric', 'Turkey', 'Broth', 'Cucumbers', 'Palm oil', 'Spaghetti', 'Bananas', 'Green beans', 'Ademe leaves', 'Gboma leaves']"
295,['LOW_CARB'],"['SED', 'LIG']",['LOS'],1944,13.6,"['Collard greens', 'Bulgur', 'Plantains', 'Miso paste', 'Rice noodles']","['Chicken liver', 'Fresh fish', 'Crabs']"
296,"['PES', 'GLU', 'VEG']",['LIG'],['LOS'],1680,19.9,"['Red palm oil', 'Cayenne pepper', 'Clams', 'Anchovies', 'Koobi', 'Coconut oil', 'Miso paste', 'Parsley']","['Almond yoghurt', 'Seitan', 'Cashew milk']"
297,"['GLU', 'PES']","['VER', 'LIG']",['LOS'],2188,20.1,"['Jalapeños', 'Yams', 'Potatoes', 'dry_salted_fish', 'Spinach', 'Dry smoked river fish', 'Cream', 'Dried cod', 'Sauce', 'Yellow squash', 'Momoni', 'Noodles', 'Smoked fish', 'Plantains']","['Pepper', 'Eggplant', 'Saltpere', 'Vegetable oil', 'Rice noodles']"
298,['HAL'],['VER'],['LOS'],2113,13.1,"['Habanero', 'Bananas', 'Sauce', 'Tempeh', 'Catfish', 'Chickpeas', 'Green beans', 'Almond yoghurt', 'Mutton', 'Bulgur', 'Miso paste', 'Turkey bacon']","['Broth', 'Lobster', 'Ginger', 'Chicken liver', 'Olive oil', 'Yellow squash', 'Cayenne pepper', 'Coconut oil', 'Yams']"
299,"['LOW_CARB', 'GLU', 'HIGH_PROTEIN']","['MOD', 'VER']",['LOS'],1778,14.1,"['Tomatoes', 'Periwinkle', 'Onions', 'Offal', 'Sesame seeds', 'Almond milk', 'Moringa powder', 'Pepper', 'Almonds', 'Chilli powder', 'Noodles', 'Cashews', 'Mussels', 'Green beans', 'Sauce']","['Mutton', 'Turmeric', 'Peanuts', 'Mackerel', 'Peas', 'Quinoa pasta', 'Quinoa', 'Bananas']"
300,['HIGH_PROTEIN'],['SED'],"['GAI', 'MAI']",3168,43.8,"['Peas', 'Cashew milk', 'Chilli powder', 'Gboma leaves', 'Yellow squash', 'Chickpeas', 'Almond milk', 'Leeks', 'Offal', 'Coconut cream', 'Chili flakes', 'Zucchini', 'Cashews', 'Kpakposhito paste']","['Snails', 'Peppers', 'Bulgur', 'dry_salted_fish', 'Turmeric', 'Bell peppers', 'Shrimp', 'Momoni', 'Mushroom broth', 'Habanero']"
301,"['GLU', 'VEG', 'LOW_CARB']","['MOD', 'VER']","['LOS', 'GAI']",2570,17.3,"['Kpakposhito paste', 'Tempeh', 'Miso paste', 'Hot sauce', 'Cucumbers']","['Fresh fish', 'dry_salted_fish', 'Koobi', 'Moringa powder', 'Saltpere', 'Quinoa']"
302,['LOW_CARB'],"['MOD', 'LIG']",['LOS'],2527,32.2,"['Pasta', 'Momoni', 'Celery salt', 'Coconut cream', 'Habanero', 'Dawadawa', 'Gravy', 'Cashew milk', 'Canola oil', 'Dry spices', 'Clams', 'Black beans', 'Chili paste', 'dry_salted_fish', 'Chicken']","['Tilapia', 'Lamb', 'Green beans', 'Hot sauce', 'Beef', 'Vegetable broth']"
303,"['HAL', 'VEG', 'VER']",['SED'],['MAI'],3401,41.5,"['Mushrooms', 'Chilli powder', 'Haddock', 'Saffron', 'Almonds', 'Swiss chard', 'Cashew milk', 'Kontomire Leaves', 'Dried cod', 'Seaweed', 'Celery salt']","['Peas', 'Bacon', 'Rice noodles', 'Almond milk', 'Lentils', 'Peanuts', 'Parsley', 'Cod', 'Sausages', 'Shallots']"
304,"['PES', 'VEG']",['SED'],"['MAI', 'FIT']",1799,14.6,"['Duck', 'Banana peppers', 'Whole wheat pasta', 'Garlic powder', 'Tomatoes', 'Tofu', 'Lentils', 'Olive oil', 'Sweet potatoes', 'Carrots', 'Potatoes', 'Chilli powder', 'Seitan', 'Garden eggs', 'Kale']","['Peanuts', 'Chicken', 'Almonds', 'Coconut oil', 'Cod', 'Black beans', 'Koobi', 'Onions', 'Chili paste']"
305,"['PES', 'LOW_CARB', 'HIGH_PROTEIN']","['SED', 'VER']","['MAI', 'GAI']",2746,27.7,"['Vegan cheese', 'Lamb', 'Smoked mackerel', 'Chili flakes', 'Dried cod', 'Bacon', 'Onions', 'Spaghetti', 'Smoked fish', 'Seafood', 'Eggs', 'Greek yoghurt', 'Green beans', 'Tomatoes', 'Mushroom broth']","['Yogurt', 'Rice noodles', 'Peanuts']"
306,"['LOW_CARB', 'VEG']",['VER'],['MAI'],3307,22.9,"['Noodles', 'Pepper', 'Canola oil', 'Cayenne pepper', 'Cashew milk', 'Rice noodles', 'Vegetable broth']","['Seaweed', 'Tofu', 'Dried cod', 'Chili flakes']"
307,['LOW_CARB'],"['VER', 'LIG']","['MUS', 'GAI']",1808,17.8,"['Cheese', 'Turmeric', 'Chili paste', 'Peppers', 'Shallots', 'Cucumbers', 'Yogurt', 'Coconut milk', 'Lamb', 'Rice', 'Tomatoes', 'Cayenne pepper', 'Chicken liver']","['Dawadawa', 'Smoked fish', 'Seitan', 'Yellow squash', 'Haddock', 'Greek yoghurt', 'Cream', 'Green scotch bonnet', 'Chicken', 'Vegan cheese']"
308,['VER'],"['LIG', 'LIG']",['GAI'],2281,35.3,"['Sausages', 'Chicken liver', 'Garlic', 'Koobi', 'Parsley', 'Zucchini']","['Garlic powder', 'Cucumbers', 'Vegetable oil']"
309,['PES'],"['MOD', 'SED']",['FIT'],2994,26.1,"['Kontomire Leaves', 'Tofu', 'Shrimp', 'Potatoes', 'Bananas', 'Almond milk', 'Dawadawa', 'Saltpere', 'Cod', 'Chicken sausage', 'Almonds', 'Almond yoghurt', 'Kale', 'Plantains']","['Banana peppers', 'Palm oil', 'Yellow squash', 'Carrots', 'Quinoa', 'Rice', 'Sesame seeds']"
310,['PES'],"['VER', 'MOD']","['LOS', 'MUS']",3190,30.0,"['Saltpere', 'Shrimp', 'Bananas', 'Crabs', 'Chili paste', 'Eggplant', 'Cream', 'Olive oil', 'Chicken', 'Ademe leaves', 'Garden eggs', 'Yams', 'Sesame seeds']","['Garlic', 'Lobster', 'Peas', 'Almond milk', 'Chicken sausage', 'Peanuts', 'Smoked mackerel', 'Tofu', 'Kuuka powder', 'Coconut cream']"
311,['VER'],"['LIG', 'VER']","['FIT', 'MAI']",3272,36.7,"['Beef', 'Bananas', 'Sweet potatoes', 'Tomatoes', 'Chicken liver', 'Quinoa pasta']","['Garlic powder', 'Chickpeas', 'Cayenne pepper', 'Vegetable broth', 'Moringa powder', 'Peas', 'Canola oil']"
312,['PES'],['SED'],['LOS'],1642,12.6,"['Periwinkle', 'Sesame seeds', 'Mushroom broth', 'Turkey', 'Cod', 'Tomatoes', 'Chili paste', 'Saffron', 'Bananas']","['Moringa powder', 'Eggs', 'Mackerel', 'Garlic powder', 'Tofu']"
313,['VEG'],['LIG'],"['GAI', 'LOS']",2062,24.1,"['Turmeric', 'dry_salted_fish', 'Bulgur', 'Coconut cream', 'Celery salt', 'Rice', 'Beef', 'Palm oil', 'Black beans', 'Zucchini', 'Spaghetti', 'Chicken sausage']","['Coconut oil', 'Cashew milk', 'Ademe leaves', 'Chilli powder', 'Green beans', 'Cashews', 'Coconut milk', 'Okro', 'Collard greens']"
314,['HAL'],"['VER', 'MOD']","['LOS', 'MAI']",2268,29.6,"['Eggs', 'Yams', 'Yellow squash', 'Bananas', 'Peanuts', 'Rice noodles', 'Yogurt', 'Green beans', 'Seitan', 'Spinach']","['Dried cod', 'Sauce', 'Red palm nut extract', 'Canola oil', 'Okro', 'Moringa powder', 'Sesame seeds', 'Periwinkle']"
315,"['HIGH_PROTEIN', 'PES', 'LOW_CARB']","['LIG', 'MOD']","['LOS', 'FIT']",1919,16.4,"['Gboma leaves', 'Bananas', 'Almond yoghurt', 'Mushroom broth', 'Cashews', 'Palm oil', 'Kpakposhito paste', 'Sausages', 'Beef', 'Periwinkle', 'Peppers']","['Tilapia', 'Clams', 'Lobster', 'Chickpeas', 'Vegetable oil', 'Banana peppers']"
316,"['VER', 'GLU', 'VEG']",['VER'],"['MUS', 'LOS']",2732,43.9,"['Spinach', 'Haddock', 'Bulgur', 'Eggs', 'Lobster', 'Banana peppers', 'Fresh fish']","['Garlic', 'Seafood', 'Whole wheat pasta', 'Red palm oil', 'Vegetable broth', 'Potatoes', 'Broth']"
317,['GLU'],['LIG'],"['MUS', 'LOS']",3151,44.4,"['Lamb', 'Vegan cheese', 'Vegetable oil', 'Dry smoked river fish', 'Okro', 'Celery salt', 'Almonds', 'Zucchini', 'Parsley', 'Green scotch bonnet', 'Chili flakes', 'Chili paste', 'Mutton']","['Mushroom broth', 'Sauce', 'Plantains', 'Seaweed', 'Red palm oil', 'Anchovies', 'Red palm nut extract', 'Cilantro', 'Peppers']"
318,['VER'],['MOD'],['MAI'],2465,25.5,"['Chicken liver', 'Collard greens', 'Cayenne pepper', 'Pepper', 'Spaghetti', 'Almond milk', 'Tilapia']","['Moringa powder', 'Kale', 'Peas', 'Sausages', 'Eggplant', 'Potatoes']"
319,"['VEG', 'HIGH_PROTEIN']",['MOD'],['MUS'],2182,18.9,"['Cayenne pepper', 'Plantains', 'Bell peppers', 'Almond milk', 'Eggs', 'Chili paste', 'Mussels', 'Spinach', 'Avocado oil', 'Smoked fish', 'Dawadawa']","['Red palm nut extract', 'Momoni', 'Chilli powder', 'Catfish', 'Cheese']"
320,['HIGH_PROTEIN'],"['LIG', 'VER']",['FIT'],3375,30.6,"['Turkey bacon', 'Plantains', 'Carrots', 'Saffron', 'Chilli powder', 'Eggplant', 'Habanero', 'Sesame seeds', 'Bacon', 'Miso paste', 'Chili paste', 'Gravy']","['Banana peppers', 'Peas', 'Lamb']"
321,"['PES', 'VEG']",['LIG'],['GAI'],1988,19.6,"['Eggs', 'Green beans', 'Eggplant', 'Tomatoes', 'Almonds', 'Peanuts', 'Gboma leaves']","['Noodles', 'Potatoes', 'Cod', 'Sauce', 'Rice noodles', 'Crabs']"
322,"['PES', 'HAL']","['LIG', 'LIG']",['LOS'],2568,40.9,"['Kontomire Leaves', 'Sweet potatoes', 'Gboma leaves', 'Green scotch bonnet', 'Bell peppers', 'Saltpere', 'Clams', 'Vegan cheese', 'Quinoa pasta', 'Tofu', 'Crabs']","['Turkey', 'Parsley', 'Peanuts', 'Catfish']"
323,['HAL'],['LIG'],"['MAI', 'LOS']",2442,48.8,"['Saltpere', 'Mushroom broth', 'Ground ginger', 'Almonds', 'Quinoa', 'Black beans', 'Pasta', 'Moringa powder']","['Zucchini', 'Green beans', 'Veggie sausage', 'Goat meat']"
324,"['HAL', 'VEG']",['SED'],['LOS'],2064,17.4,"['Rice noodles', 'Anchovies', 'Veggie sausage', 'Spaghetti', 'Coconut cream', 'Tofu', 'Tilapia', 'Zucchini', 'Shrimp', 'Celery salt', 'Habanero', 'Dry spices', 'Vegetable oil', 'Kuuka powder', 'Chicken liver']","['Saffron', 'Almond yoghurt', 'Whole wheat pasta', 'Olive oil', 'Spinach', 'Ginger']"
325,"['LOW_CARB', 'HIGH_PROTEIN']","['VER', 'MOD']",['LOS'],2187,40.2,"['Canola oil', 'Potatoes', 'Hot sauce', 'Almond milk', 'Cilantro', 'Coconut milk', 'Chicken sausage', 'Tilapia', 'Spinach', 'Dry spices', 'Seitan', 'Seaweed', 'Miso paste', 'Offal', 'dry_salted_fish']","['Ginger', 'Haddock', 'Sweet potatoes', 'Vegetable broth', 'Veggie sausage', 'Chili flakes', 'Red palm oil', 'Lobster', 'Cashews']"
326,['VER'],['VER'],['FIT'],2658,22.0,"['Eggplant', 'Seafood', 'Olive oil', 'Moringa leaves', 'Dry spices', 'Rice noodles', 'Rice', 'Chicken', 'Dawadawa', 'Parsley']","['Smoked mackerel', 'Quinoa pasta', 'Seitan']"
327,['HAL'],"['LIG', 'VER']",['GAI'],2323,21.4,"['Noodles', 'Sesame seeds', 'dry_salted_fish', 'Shallots', 'Turkey bacon', 'Swiss chard', 'Red palm oil', 'Dry spices', 'Bulgur']","['Palm oil', 'Kale', 'Cilantro', 'Kuuka powder', 'Coconut milk', 'Anchovies', 'Chili paste', 'Bacon']"
328,['LOW_CARB'],"['VER', 'MOD']","['MUS', 'MAI']",2194,24.4,"['Rice noodles', 'Veggie sausage', 'Offal', 'Haddock', 'Banana peppers', 'Sausages', 'Goat meat']","['Garden eggs', 'Green scotch bonnet', 'Canola oil']"
329,"['HAL', 'LOW_CARB', 'VEG']","['LIG', 'SED']","['LOS', 'FIT']",2502,19.3,"['Dry spices', 'Chili paste', 'dry_salted_fish', 'Moringa leaves', 'Mackerel']","['Red palm oil', 'Zucchini', 'Momoni', 'Sweet potatoes', 'Lobster', 'Tempeh', 'Seafood', 'Offal', 'Yams']"
330,"['LOW_CARB', 'GLU']",['SED'],"['GAI', 'MUS']",2653,38.9,"['Sauce', 'Snails', 'Sausages', 'Kpakposhito paste', 'Jalapeños', 'Seaweed', 'Seitan', 'Quinoa', 'Cheese']","['Coconut milk', 'Chicken', 'Noodles', 'Cayenne pepper', 'Avocado oil', 'Garden eggs', 'Chicken liver', 'Banana peppers', 'Eggplant']"
331,['VEG'],"['LIG', 'MOD']",['GAI'],2539,26.9,"['Shrimp', 'Noodles', 'Greek yoghurt', 'Cashews', 'Sesame seeds', 'Momoni', 'Green beans', 'Collard greens', 'Quinoa', 'Moringa leaves']","['Coconut oil', 'Carrots', 'Habanero', 'Zucchini']"
332,"['HAL', 'VEG', 'GLU']",['LIG'],['MUS'],2229,34.9,"['Red palm nut extract', 'Gboma leaves', 'Goat meat', 'Celery salt', 'Shrimp', 'Coconut milk', 'Ademe leaves', 'Eggplant', 'Ground ginger', 'Whole wheat pasta', 'Carrots', 'Garlic', 'Turkey', 'Veggie sausage']","['Red palm oil', 'Garlic powder', 'Coconut oil', 'Banana peppers', 'Crabs', 'Saffron', 'Rice']"
333,"['LOW_CARB', 'PES', 'VER']","['VER', 'MOD']",['GAI'],2726,30.3,"['Coconut oil', 'Habanero', 'Cashews', 'Cucumbers', 'Shallots', 'Dawadawa', 'Pepper', 'Almonds', 'Cayenne pepper', 'Eggplant', 'Clams', 'Tofu', 'Moringa powder', 'Green scotch bonnet', 'Tomatoes']","['Chickpeas', 'Mussels', 'Beef', 'Peppers', 'Okro']"
334,['HAL'],['SED'],['LOS'],2724,36.9,"['Vegan cheese', 'Moringa powder', 'Coconut oil', 'Cilantro', 'Cod', 'Tofu', 'Dawadawa']","['Green beans', 'Dried cod', 'Koobi', 'Red palm nut extract']"
335,['LOW_CARB'],"['SED', 'LIG']","['MAI', 'LOS']",2785,41.8,"['Peanuts', 'Vegetable broth', 'Coconut oil', 'Shallots', 'Leeks']","['Cilantro', 'Cod', 'Tomatoes', 'Snails', 'Red palm oil']"
336,"['VER', 'PES']",['SED'],"['LOS', 'FIT']",1742,15.2,"['Sausages', 'Quinoa', 'Plantains', 'Shallots', 'Shrimp', 'Vegan cheese', 'Veggie sausage', 'Gravy']","['Duck', 'Coconut oil', 'Seaweed', 'Catfish', 'Lamb', 'Hot sauce', 'Wrewre seeds']"
337,['LOW_CARB'],['LIG'],['MUS'],1904,23.2,"['Rice', 'Garlic powder', 'Dawadawa', 'Lobster', 'Mutton', 'Wrewre seeds', 'Seaweed', 'Beef', 'Kpakposhito paste', 'Mackerel', 'Chilli powder', 'Bananas', 'Goat meat']","['Eggs', 'Cilantro', 'Crabs']"
338,"['VEG', 'HIGH_PROTEIN']","['VER', 'SED']","['LOS', 'FIT']",2099,39.3,"['Mackerel', 'Turkey', 'Lentils', 'Red palm oil', 'Carrots', 'Gravy', 'Periwinkle', 'Eggplant', 'Bell peppers', 'Tomatoes', 'Saltpere', 'Lamb', 'Koobi']","['Avocado oil', 'Ginger', 'Duck', 'Kpakposhito paste', 'Sweet potatoes', 'Broth', 'Yellow squash']"
339,['VEG'],['SED'],['LOS'],1662,23.1,"['Leeks', 'Anchovies', 'Cheese', 'Chickpeas', 'Banana peppers', 'Wrewre seeds', 'Peas', 'Turmeric', 'Fresh fish', 'Broth', 'Snails', 'Red palm nut extract', 'Smoked mackerel']","['Mushrooms', 'Pepper', 'Swiss chard', 'Saltpere', 'Mackerel', 'Rice', 'Mussels']"
340,['GLU'],['LIG'],"['MUS', 'FIT']",2553,16.6,"['Carrots', 'Peppers', 'Veggie sausage', 'Whole wheat pasta', 'Gboma leaves', 'Swiss chard', 'Snails', 'Moringa leaves', 'Periwinkle', 'Spaghetti', 'Cashews']","['Gravy', 'Chicken sausage', 'Cheese']"
341,['LOW_CARB'],['VER'],['MUS'],1990,26.4,"['Kuuka powder', 'Broth', 'Mutton', 'Almonds', 'Tilapia', 'Vegan cheese', 'Dawadawa']","['Chili paste', 'Peppers', 'Coconut oil', 'Noodles', 'Veggie sausage', 'Bacon', 'Vegetable broth']"
342,"['VER', 'PES']",['SED'],['MUS'],2401,32.8,"['Yogurt', 'Anchovies', 'Zucchini', 'Tempeh', 'Bell peppers']","['Ginger', 'Cashew milk', 'Duck', 'Canola oil', 'Spaghetti', 'Green scotch bonnet', 'Palm oil', 'Red palm oil']"
343,"['VER', 'LOW_CARB', 'PES']","['LIG', 'VER']","['MAI', 'MUS']",2554,26.0,"['Chicken liver', 'Eggs', 'Haddock', 'Seafood', 'Mushrooms', 'Tomatoes', 'Spaghetti', 'Almond milk', 'Zucchini', 'Gravy', 'Cream', 'Chickpeas', 'Chicken sausage', 'Yellow squash', 'Quinoa pasta']","['Ginger', 'Spinach', 'Hot sauce']"
344,"['HAL', 'PES', 'GLU']",['SED'],['MAI'],1470,24.4,"['Seafood', 'Miso paste', 'Bell peppers', 'Canola oil', 'Broth', 'Chickpeas', 'Celery salt', 'Coconut oil', 'Tilapia', 'Palm oil', 'Chicken', 'Seaweed', 'Onions']","['Moringa powder', 'Green beans', 'Cod', 'Zucchini', 'Olive oil', 'Peas', 'Cilantro', 'Kale', 'Periwinkle', 'Shrimp']"
