recipe_id,name,ingredients,cuisine,recipe_info,vegan,vegetarian,gluten_free,pescatarian,halal,meal_type,dish_type,tags,nutrition_info_id,calories,protein,carbs,fat,fiber
VQGKbuGM,Beans Stew,"['black beans','shrimp powder','palm oil','tomatoes','onion','pepper','garlic','kpakposhito paste','salt','stock cube']",['ghanaian'],"Beans stew is an economical, healthy protein rich stew that can also serve as a nutritious vegetarian dish when prepared without animal protein",TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],pGmolNu9,490,20,45,20,0
gDmArKNv,Mfantsimfantsi (Fresh Fish Stew),"['fresh fish','shrimp powder','palm oil','tomatoes','onion','pepper','garlic','kpakposhito paste','momoni','salt','stock cube']",['ghanaian'],"Fresh Fish Stew is a refreshing, light and healthy stew that can be made with both white and oily fish.",FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],si255fMP,550,30,12,40,0
EEwRZKHQ,Abobi Taadi (Dried Anchovies Sauce),"['dried anchovies','tomatoes','onions','pepper','ginger','salt']",['ghanaian'],Abobi taadi is a simple but delicious sauce that originates from the Volta region of Ghana,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],Fg88BJvm,430,35,10,25,0
64FmYrd3,Tubani Tomato Stew,"['vegetable oil','smoked fish','water','tomato puree','onion','salt','pepper','dawadawa']",['ghanaian'],Tubani Stew is a smoked fish or beef stew and can be eaten with any carbohydrate,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],xQOLyVPb,410,18,15,35,0
9LXmnono,Meat Stew,"['meat','tomatoes','onion','garlic','kpakposhito sauce','dry spices','vegetable oil','salt','pepper','stock cube']",['ghanaian'],All types of meat can be used for this,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],6Y0HIUEi,490,25,12,36,0
D91HXJNb,Curry Meat Stew,"['meat','tomatoes','onion','garlic','kpakposhito sauce','dry spices','vegetable oil','salt','pepper','stock cube','curry powder']",['ghanaian'],A variant of meat stew,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],GtqXxyY0,500,26,12,37,0
VnOGFsb2,Meat Stew with Vegetables,"['meat','tomatoes','onion','garlic','kpakposhito sauce','dry spices','vegetable oil','salt','pepper','stock cube','carrots','bell pepper','cauliflower','zucchini']",['ghanaian'],A variant of meat stew with vegetables,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],h25LgFAi,540,28,18,38,0
kxuGWMzb,Curry Meat Stew with Vegetables,"['meat','tomatoes','onion','garlic','kpakposhito sauce','dry spices','vegetable oil','salt','pepper','stock cube','curry powder','carrots','bell pepper','cauliflower','zucchini']",['ghanaian'],A variant of curry meat stew with vegetables,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],W3bxzZc0,550,28,18,39,0
ZXWWER3x,Beef Khebabs,"['beef','garlic','kpakposhito paste','khebab powder','onions','bell peppers']","['ghanaian','nigerian','middle eastern']",Khebabs are party grills for most Ghanaians,FALSE,FALSE,TRUE,FALSE,TRUE,['snack'],['protein'],"['high-protein','balanced']",Eurj0lCm,250,20,5,18,0
ZXDTAIlY,Chicken Khebabs,"['chicken','garlic','kpakposhito paste','khebab powder','onions','bell peppers']","['ghanaian','nigerian','middle eastern']",Khebabs are party grills for most Ghanaians,FALSE,FALSE,TRUE,FALSE,TRUE,['snack'],['protein'],"['high-protein','balanced']",jLu32Wto,220,25,5,12,0
AjzeIPmI,Sausage Khebabs,"['sausage','garlic','kpakposhito paste','khebab powder','onions','bell peppers']","['ghanaian','nigerian','middle eastern']",Khebabs are party grills for most Ghanaians,FALSE,FALSE,TRUE,FALSE,TRUE,['snack'],['protein'],"['high-protein','balanced']",6qx5AwzP,300,15,5,25,0
gFFwbR2h,Gizzard Khebabs,"['gizzard','garlic','kpakposhito paste','khebab powder','onions','bell peppers']","['ghanaian','nigerian','middle eastern']",Khebabs are party grills for most Ghanaians,FALSE,FALSE,TRUE,FALSE,TRUE,['snack'],['protein'],"['high-protein','balanced']",K0AlYRZf,230,22,4,15,0
hNgftamS,Charcoal Grilled Fish,"['tilapia','kpakposhito paste','dry spices','butter','stock cube','salt','ginger','garlic']",['ghanaian'],Charcoal Grilled Fish can be eaten with almost anything,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],7WnfWZb4,200,22,0,10,0
YCIj5GRD,Charcoal Grilled Chicken,"['chicken','garlic','kpakposhito paste','ginger','butter','onions','salt']",['ghanaian'],Charcoal Grilled chicken can be eaten with almost anything,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],OWlsoTHg,250,30,5,15,0
bN8DAOr3,Fried Fish,"['fish','garlic','onion','ginger','kpakposhito paste','dry spices','flour','vegetable oil','stock cube','salt']",['ghanaian'],Fried fish can be eaten with any accompaniment,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],mEE9DJQa,350,20,10,25,0
CWZCZ6XW,Fried Chicken,"['chicken','garlic','onion','ginger','kpakposhito paste','dry spices','flour','vegetable oil','stock cube','salt']",['ghanaian'],Fried chicken can be eaten with any accompaniment,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],ib8DU8gB,400,30,10,30,0
bHi2swHL,Fried Squid,"['squid','garlic','onion','ginger','kpakposhito paste','dry spices','flour','vegetable oil','stock cube','salt']",['ghanaian'],Fried squid can be eaten with any accompaniment,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],hyYkuJQx,280,20,10,20,0
mpG2RvTS,Aponkey Nam Jollof,"['rice','goat meat','tomato puree','tomato paste','onion','kpakposhito paste','dry spices','vegetable oil','salt','pepper','stock cube','boiling water']",['ghanaian'],Jollof is a party dish that is present in almost all functions,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],f1Y8uIKg,550,30,65,20,0
8M2XeGby,Atosodze Jollof,"['rice','tomato puree','tomato paste','onion','kpakposhito paste','dry spices','vegetable oil','salt','pepper','stock cube','boiling water','carrots','bell peppers','garden peas']",['ghanaian'],This is rice in tomato sauce with vegetables,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],LqPIPKMz,500,15,70,15,0
8Bwvp9xE,Mpotompoto,"['cocoyam','smoked fish','shrimp powder','palm oil','tomato puree','onion','pepper','kpakposhito paste','salt','momoni','stock cube']",['ghanaian'],Mpotompoto also knows an cocoyam potage can also be made with yam,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],ZYjw5g0q,400,25,60,15,0
NCKl79nK,Akaare,"['roasted corn flour','beef','kpakposhito paste','ginger','garlic','stock cube','pepper']",['ghanaian'],Akaare is roasted corn flour cooked in meat stock,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],CwL5LPDU,300,20,40,12,0
xhFbyFOs,Aprapransa,"['roasted corn flour','crabs','kpakposhito paste','ginger','garlic','stock cube','pepper','red beans','tomato puree','momoni']",['ghanaian'],Aprapransa is roasted corn flour cooked in palm nut soup,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],b1Sw1ttR,450,25,55,18,0
5j1UMji8,Gari Foto with Beef,"['gari','water','beef','carrots','green pepper','vegetable oil','tomato puree','tomato ketchup','onion','ginger','garlic','kpakposhito paste','pepper','salt','stock cube']",['ghanaian'],Gari Foto is gari mixed in tomato sauce with vegetables and protein,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],DDVO1xFJ,500,25,65,18,0
rchxeoQZ,Gari Foto with Tofu,"['gari','water','tofu','carrots','green pepper','vegetable oil','tomato puree','tomato ketchup','onion','ginger','garlic','kpakposhito paste','pepper','salt','stock cube']",['ghanaian'],Gari Foto is gari mixed in tomato sauce with vegetables and protein,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],jsDDBSQR,400,18,60,15,0
wVJO2kLs,Gari Foto with Smoked Fish,"['gari','water','smoked fish','carrots','green pepper','vegetable oil','tomato puree','tomato ketchup','onion','ginger','garlic','kpakposhito paste','pepper','salt','stock cube']",['ghanaian'],Gari Foto is gari mixed in tomato sauce with vegetables and protein,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],FEueR5zR,450,22,60,20,0
OJ7P60xH,Bayere Eto,"['yam','eggs','avocado','groundnut paste','roasted groundnuts','palm oil','onions','shrimp powder','momoni','pepper','salt']",['ghanaian'],Yam eto is a traditional festive dish and it is mashed yam in palm oil sauce,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],AXeiPK5f,600,20,50,35,0
qN35BSYM,Brode eto,"['plantains','eggs','avocado','groundnut paste','roasted groundnuts','palm oil','onions','shrimp powder','momoni','pepper','salt']",['ghanaian'],Plantain eto is a variant of yam eto and semi-ripe plantain is used in the palm oil sauce,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],AqUIQiNH,550,18,45,30,0
5gKEh16k,Ogor,"['cocoyam','eggs','avocado','groundnut paste','roasted groundnuts','palm oil','onions','shrimp powder','momoni','pepper','salt']",['ghanaian'],Cocoyam eto is another variant of the yam and plantain eto,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],igSEG9lH,550,20,50,30,0
ibhWZfkU,Kyekyiredekye,"['plantains','eggs','avocado','groundnut paste','roasted groundnuts','palm oil','onions','shrimp powder','momoni','pepper','salt','smoked herrings','black beans']",['ghanaian'],Mashes ripe plantain with beans,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['one-pot'],['balanced'],XYJAVghH,650,25,60,40,0
SbhWcMfm,Banku,"['corn dough','cassava dough','cold water','hot water','salt']",['ghanaian'],Banku is a popular carbohydrate dish,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],l3w1Tjmv,350,5,70,4,0
2hseVhQ8,Etsiw,"['corn dough','cold water','hot water','salt']",['ghanaian'],Etsiw is cooked corn dough,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],iyaZecrb,300,5,65,3,0
OdZ6uZJg,Akple,"['dried cornmeal','cold water','hot water','salt']",['ghanaian'],Akple is a delicacy enjoyed by people in Volta and Oto Regions,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],yrUMoHub,250,4,55,3,0
lgY7RXe4,Fufu,"['cassava','plantains']",['ghanaian'],Fufu is a popular carbohydrate dish,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],vaa77QgN,400,4,80,2,0
KyVGqnbb,Konkonte,"['cassava flour','water']",['ghanaian'],Konkonte is made from dry cassave flour,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],iepCKjVL,350,2,70,1,0
tq2B4k2X,Yam Ampesi,"['yam','water','salt']",['ghanaian'],Ampesi is boiled starchy root tubers served with any stew or soup,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],XyrNbz7Z,200,3,45,0,0
74UGCUKe,Plantain Ampesi,"['plantain','water','salt']",['ghanaian'],Ampesi is boiled starchy root tubers served with any stew or soup,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],zTBuwjkx,250,2,60,1,0
8cu7hK6N,Cocoyam Ampesi,"['plantain','water','salt']",['ghanaian'],Ampesi is boiled starchy root tubers served with any stew or soup,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],4yAvBASS,200,3,50,1,0
78QKCJel,Plain Rice,"['rice','boiling water','salt']",['ghanaian'],Plain rice is a simple carbohydraate dish,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],7uG7g97Q,200,4,45,0,0
xGCQV1vp,Brown Onion Rice,"['rice','boiling water','onions','salt','butter']",['ghanaian'],Brown onion rice is a variation of plain rice,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],agDOCxCl,250,5,50,5,0
5PNe2Lza,Brown Onion Rice with Vermicelli,"['rice','boiling water','onions','salt','butter','vermicelli','oil']",['ghanaian'],A modern varation to brown onion rice,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],O3RHnsGf,300,6,55,8,0
nrKrSiDZ,Emo Tuo,"['rice','boiling water','salt']",['ghanaian'],Rice balls is plain boiled rice that has been prcessed into a smooth paste,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],jw18bClU,220,4,45,0,0
gWe0Ymnm,Tuo Zaafi,"['dried corn flour','cassava flour','cold water','hot water','salt']",['ghanaian'],Tuo Zaafi is a staple dish eaten with soups and stews,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],N7keRSLw,280,4,60,3,0
lcxGrFLf,Ga kenkey,"['corn dough','water','salt','corn husk']",['ghanaian'],Ga kenkey is local dish eaten by the Ga's,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],4HZwxB6B,300,6,60,3,0
d4i8xlPb,Fante Kenkey,"['corn dough','water','salt','plantain leaves']",['ghanaian'],Fante kenket is a local dish eaten primarily by Fantes,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],y3Lzkj9Z,300,6,60,3,0
MLvWsCxm,Kpekple/Kpoikpoi,"['dry cornmeal','okro','water','onion','galric','ginger','onions','kpakpshito paste','palm oil','smoked shrimp powder','pepper','saltpere','salt']",['ghanaian'],Kpekple or Kpoikpoi is steamed cornmeal in palm oil sauce,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],tlBZad4c,400,15,50,18,0
82P5dQ6J,Tatale,"['plantains','flour','ginger','onion','salt','oil']",['ghanaian'],Tatale is ripe plantain fritters,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','snack']",['carb'],['moderate-carbs'],oWHMGPep,350,3,60,12,0
dWakMkDx,Kaaklo,"['plantains','roasted corn flour','ginger','onion','salt','oil']",['ghanaian'],Kaaklo is plantain fritters with roasted corn flour,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','snack']",['carb'],['moderate-carbs'],UP8mX01S,350,3,60,12,0
lEMYAERh,Yakeyake,"['cassava','corn flour','salt','water']",['ghanaian'],Yakeyake is steamed gritted cassava,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],qn8vcpUI,350,3,70,8,0
IyfrT76c,Waakye,"['rice','black beans','sorghum leaves','saltpere','water','salt']",['ghanaian'],Waakye is boiled rice and beans in sorghum leaves extract,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']","['one-pot','carb']","['balanced','moderate-carbs']",R9Iu01n9,350,12,60,3,0
Xw3AkXwv,Wasawasa,"['yam flour','water','onion','salt','pepper','shea butter oil']",['ghanaian'],Wasawasa is cooked yam flour,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],6f0tFuTg,400,5,60,12,0
f2X23jNS,Tubani,"['beans flour','cassave flour','saltpere','salt','pepper','plantain leaves']",['ghanaian'],Tubani is steamed beans flour,TRUE,TRUE,TRUE,FALSE,TRUE,"['lunch','dinner']",['carb'],['moderate-carbs'],NBNhSn83,350,8,50,7,0
ntvGiOrm,Peppered Pork Trotters,"['trotters','onions','tomatoes','garlic','ginger','cayenne pepper','water']",['ghanaian'],Also known as Nane Shitor,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],3sl6cLXb,550,45,15,35,0
B3IIid5g,Brown Gravy,"['tomatoes','onions','kpakposhito','garlic','vegetable oil','salt','stock cube','flour','white pepper','water']",['ghanaian'],Brown gravy is used as a base for cooking meat or fish,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],f64usIsB,120,1,25,6,0
R6a2iFmL,Spicy Tomato Ketchup,"['tomatoes','onions','brown sugar','lime','lime rind','ginger','salt','cornstarch','vinegar','pepper','cinnamon']","['ghanaian','european','asian','middle eastern']",Spicy Tomato Ketchup can be used with any suitable staple,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],vKQnqjIe,150,2,35,0,0
UB35Q9Dr,Fresh Fish Soup,"['fish','tomatoes','peppers','shallots','salt','water']",['ghanaian'],Fresh Fish soup is served hot with a suitable staple,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['soup'],['balanced'],5qc26UTu,180,20,10,8,0
gFahUd73,Golden Fried Fish,"['fish','oil','flour','white pepper','powdered pepper']",['ghanaian'],Golden Fried fish can be served with a staple,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],Pk37axVY,300,18,20,18,0
fgNHntNd,Stuffed Baked Fish,"['fish','kpakposhito paste','white pepper','salt','lime','salt','vinaigrette dressing','green peppers','cucumbers','onions','breadcrumbs']",['ghanaian'],Stuffed Baked fish is served hot,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],v8JEC8dP,350,25,30,18,0
kID2Aeqh,Deviled Herrings,"['sardine herrings','salt','black pepper','powdered red pepper','oil']",['ghanaian'],Deviled herrigns is served hot,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],ohN8VevR,220,25,0,12,0
dCq4PsN2,Baked Devilled Herrings,"['herrings','green pepper','black pepper','salt','breadcrumbs','vinegar','shallot','ginger']",['ghanaian'],Baked deviled herrigns is served hot,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],MMb1SpES,250,22,5,14,0
a9aO1YpX,Stewed Fish Balls,"['smoked tuna','lime rind','onion','mashed yam','salt','red pepper','white pepper','water','egg','oil','flour','gravy']",['ghanaian'],Stewed fish balls is served with a suitabel staple,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],Wbe65Ayi,400,30,20,15,0
xn8u2kno,Stewed Salted Tilapia,"['tilapia','eggs','vegetable oil','water','shallots','tomatoes','kpakposhito','tomatoe puree','white pepper']",['ghanaian'],Stewed salted tilapia also known as didei can be served hot,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],mLopeT8m,350,28,10,22,0
fTGyWNVS,Stewed Molluscs,"['molluscs','shallots','kpakposhito','gracy','salt','white pepper']",['ghanaian'],"Stewed molluscs also called adodeflor can be eaten with gari, mashed yam or rice",FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],oF0mQRbW,200,25,5,10,0
QcDvMo0D,Devilled Crab,"['crabs','tomatoes','green peppers','oil','salt','pepper','onions']",['ghanaian'],Devilled crab also known as akoto-nkyi,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],HbhRn92I,280,22,10,15,0
A5nYET4n,Conversation Crab,"['crabs','salt','worcestershire sauce','gravy','tomatoes','shallots']",['ghanaian'],Conversation crab is called such due to its noisy nature of eating it,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],ew1cz2PI,250,20,5,15,0
umFpzXI7,Brown Meat Stew,"['beef','onions','tomatoes','salt','white pepper','red pepper','vegetable oil','flour','water','stock cube']",['ghanaian'],Brown meat stew can be used with rice or mashed yam,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],Jk2I5Tlf,450,35,15,30,0
tCZqcvFy,Corned Beef Stew,"['corned beef','water','stock cube','green pepper','onions','tomatoes','eggs','kpakposhito paste']",['ghanaian'],Corned beef stew can be used with any staple,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],po6flG8I,500,40,20,30,0
evQEnhQV,Barbecued Chops,"['pork','salt','lime','water','ginger','white pepper','onions','tomatoes']","['ghanaian','european']","Barbecued chops can be served with rice, yam, plantain or any staple",FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],uyqmS83p,600,40,5,45,0
bh8uvZI6,Meatball Stew,"['minced meat','corned beef','bacon','breadcrumbs','onions','tomatoes','salt','pepper','dry spices','egg','flour']","['ghanaian','european','middle eastern']",Meatball stew is great with many staples,FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],ZhF0kh0T,550,45,25,30,0
XUqsYwQA,Blood Meal Stew,"['mutton entrails','mutton breast','onions','animal blood','gravy','salt','peppers','clove','ginger','basil']",['ghanaian'],"Blood meal stew can be served with kenkey, rice , abolo , or ampesi",FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],V5r0KfQY,650,50,10,40,0
ZAPgiI7g,Entrail Sausage,"['sausage entrails','onions','animal blood','gravy','salt','peppers','clove','ginger','basil','cornmeal']",['ghanaian'],Entrail sausage is also called bolo,FALSE,FALSE,FALSE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],OM87AgPy,600,45,15,35,0
Ll6JndcA,Baked Pork (Domedo),"['suckling pig','slat','cinnamon','red pepper','cloves','ginger','garlic','lemon juice']",['ghanaian'],Domedo is delicacy and a popualr street food,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['protein'],['high-protein'],BIaLTP4Y,700,50,10,50,0
rVzZHH9x,Jellied Trotters,"['trotters','water','red pepper','green peppers','shallots']",['ghanaian'],Also knows as Nshong Nane,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],RmKtYKcu,450,35,20,25,0
rQsot4eq,Beans and Pork,"['black beans','water','salt','red peppers','shallots','trotters']",['ghanaian'],"Served with rice, gari or fried plantains",FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']","['sauce','protein']",['high-protein'],jZe88LN0,400,30,50,10,0
y4nTJye7,Accra Omelette,"['eggs','corned beef','oil','pepper','salt','white pepper']",['ghanaian'],A delicacy served with any staple,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],oahG4nqB,350,20,5,30,0
wKpTSgPH,Egg Pancake,"['eggs','pepper','salt','gravy','white pepper','oil']",['ghanaian'],A delicacy served with any staple,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],OCBYODln,300,15,5,25,0
cG6mbHpx,Egg and Gravy,"['eggs','tomatoes','onions','water','kpakposhito paste','salt','pepper','stock cube']",['ghanaian'],A delicacy served with any staple,FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['sauce'],['balanced'],02l7Hf5U,280,18,5,20,0
qC2UGAWf,Nkatie Kake,"['groundnuts','sugar','water','butter']",['ghanaian'],Nkatiekake also known as groundnut candy,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['protein'],['high-protein'],Iqaer3ap,450,15,20,35,0
Fc1DFCyy,Groundnut Stew,"['groundnut paste','meat','tomatoes','tomatoe puree','water','onions','garden eggs','okro','red pepper','salt','white pepper']",['ghanaian'],"Groundnut stew cam be served with rice, fufu, or any suitable staple",FALSE,FALSE,TRUE,FALSE,TRUE,"['lunch','dinner']",['soup'],['balanced'],PNPuCjky,600,30,20,40,0
pjASMn8q,Groundnut Stew,"['groundnut paste','fish','tomatoes','tomatoe puree','water','onions','garden eggs','okro','red pepper','salt','white pepper']",['ghanaian'],"Groundnut stew cam be served with rice, fufu, or any suitable staple",FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['soup'],['balanced'],QWgpwvrU,550,28,20,35,0
TPAJnuEz,Groundnut Stew,"['groundnut paste','tofu','tomatoes','tomatoe puree','water','onions','garden eggs','okro','red pepper','salt','white pepper']",['ghanaian'],"Groundnut stew cam be served with rice, fufu, or any suitable staple",TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['soup'],['balanced'],blo21YLo,500,25,25,30,0
CRYF1MWk,Fried Bean Cakes,"['white beans','shallots','pepper','salt','oil']",['ghanaian'],Also known as Akla,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['balanced'],FGHUca3m,400,20,30,20,0
A2qWQSUn,Steamed Bean Cakes,"['beans flour','shallots','green pepper','red peppers','water','fish','salt']",['ghanaian'],Also known as Aleele,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['balanced'],uiXUyTJN,350,25,20,10,0
zcA8qIbe,Stewed Bambara Beans,"['bambara beans','water','tomatoes','shallots','tomotoe puree','red peppers','salt','white pepper']",['ghanaian'],Also known as Aboboe,TRUE,TRUE,TRUE,TRUE,TRUE,"['lunch','dinner']",['protein'],['balanced'],wTeZqeIc,320,15,40,10,0
OsvhZ4u8,Snapperhead Soup,"['smoked snapper','tomatoes','tomatoes puree','red peppers','white pepper','shallots','garden eggs','okro','water','bay leaf']",['ghanaian'],Snapperhead soup is called Nkrakra ke tsile yitso,FALSE,FALSE,TRUE,TRUE,TRUE,"['lunch','dinner']",['soup'],['balanced'],pRXmjRfL,250,22,10,8,0
WVWYIrU3,Nmeda,"['cornmeal','sugar','water','brown sugar','salt']",['ghanaian'],Nmeda is a refreshing corn drink,TRUE,TRUE,TRUE,TRUE,TRUE,"['breakfast','snack']",['drink'],['moderate-carbs'],wTRmyeoq,300,5,60,5,0
SNzINpT0,Yolo,"['cornmeal','sugar','water','brown sugar','salt']",['ghanaian'],Yolo is a healthy corn drink,TRUE,TRUE,TRUE,TRUE,TRUE,"['breakfast','snack']",['drink'],['moderate-carbs'],hG0bToEE,300,5,60,5,0
N4f2qEgO,Millet Pancakes (Masa),"['millet flour','water','salt','oil','sugar']",['ghanaian'],Masa is a tradtional twist on pancakes,TRUE,TRUE,FALSE,TRUE,TRUE,['snack'],"['dessert','appetizer']",['moderate-carbs'],8JdhRoSA,350,8,55,10,0
XAfe9RcO,Millet Flour Dumpling (Fula),"['millet flour','water','salt','ginger','cloves','peppercorns']",['ghanaian'],Fula is a popualr breakfast cereal,TRUE,TRUE,FALSE,TRUE,TRUE,"['breakfast','snack']","['drink','main']",['moderate-carbs'],VpNxnNXU,320,10,50,5,0
oWtdxYSa,Oblayoo,"['corn','cornmeal','water','salt']",['ghanaian'],Oblayoo is corn porridge and is a popular Ga breakfast meal,TRUE,TRUE,TRUE,TRUE,TRUE,['breakfast'],"['drink','main']",['moderate-carbs'],sTWNabjD,250,6,45,2,0
Ss4fKJdr,Abele ke Nkatie,"['corn','groundnuts','salt','water','sugar']",['ghanaian'],Abele ke Nkatie is boiled corn and groundnuts,TRUE,TRUE,TRUE,TRUE,TRUE,['snack'],['appetizer'],['moderate-carbs'],CrkJFtii,350,12,40,12,0
